### OUTPUT ###
ID#1 : time : 27447, Operation : delete, fitness : 0.64
ID#2 : time : 5, Operation : delete, fitness : -1.0
ID#3 : time : 84, Operation : replace, fitness : -1.0
ID#4 : time : 7, Operation : delete, fitness : -1.0
ID#5 : time : 1, Operation : insert_before, fitness : -1.0
ID#6 : time : 55, Operation : replace, fitness : -1.0
ID#7 : time : 224, Operation : delete, fitness : 0.88
ID#8 : time : 64, Operation : insert_before, fitness : -1.0
ID#9 : time : 75, Operation : replace, fitness : -1.0
ID#10 : time : 47, Operation : replace, fitness : -1.0
ID#11 : time : 4, Operation : delete, fitness : -1.0
ID#12 : time : 55, Operation : insert_before, fitness : -1.0
ID#13 : time : 52, Operation : insert_after, fitness : -1.0
ID#14 : time : 47, Operation : replace, fitness : -1.0
ID#15 : time : 50, Operation : insert_before, fitness : -1.0
ID#16 : time : 40, Operation : insert_before, fitness : -1.0
ID#17 : time : 206, Operation : delete, fitness : 0.92
ID#18 : time : 158, Operation : replace, fitness : 0.92
ID#19 : time : 26, Operation : replace, fitness : -1.0
ID#20 : time : 27, Operation : replace, fitness : -1.0
ID#21 : time : 4, Operation : delete, fitness : -1.0
ID#22 : time : 4, Operation : delete, fitness : -1.0
ID#23 : time : 31, Operation : insert_before, fitness : -1.0
ID#24 : time : 33, Operation : replace, fitness : -1.0
ID#25 : time : 34, Operation : insert_before, fitness : -1.0
ID#26 : time : 3, Operation : delete, fitness : -1.0
ID#27 : time : 130, Operation : replace, fitness : 0.84
ID#28 : time : 3, Operation : delete, fitness : -1.0
ID#29 : time : 35, Operation : replace, fitness : -1.0
ID#30 : time : 33, Operation : replace, fitness : -1.0
ID#31 : time : 57, Operation : replace, fitness : -1.0
ID#32 : time : 4, Operation : delete, fitness : -1.0
ID#33 : time : 160, Operation : delete, fitness : 0.8
ID#34 : time : 31, Operation : insert_after, fitness : -1.0
ID#35 : time : 39, Operation : insert_before, fitness : -1.0
ID#36 : time : 157, Operation : delete, fitness : 0.92
ID#37 : time : 33, Operation : insert_after, fitness : -1.0
ID#38 : time : 38, Operation : delete, fitness : -1.0
ID#39 : time : 37, Operation : replace, fitness : -1.0
ID#40 : time : 33, Operation : replace, fitness : -1.0
ID#41 : time : 3, Operation : delete, fitness : -1.0
ID#42 : time : 32, Operation : insert_after, fitness : -1.0
ID#43 : time : 5, Operation : delete, fitness : -1.0
ID#44 : time : 29, Operation : replace, fitness : -1.0
ID#45 : time : 25, Operation : insert_before, fitness : -1.0
ID#46 : time : 26, Operation : insert_after, fitness : -1.0
ID#47 : time : 36, Operation : delete, fitness : -1.0
ID#48 : time : 34, Operation : insert_after, fitness : -1.0
ID#49 : time : 21099, Operation : delete, fitness : 0.68
ID#50 : time : 0, Operation : insert_after, fitness : -1.0
ID#51 : time : 26, Operation : replace, fitness : -1.0
ID#52 : time : 25, Operation : replace, fitness : -1.0
ID#53 : time : 122, Operation : replace, fitness : 0.88
ID#54 : time : 31, Operation : insert_before, fitness : -1.0
ID#55 : time : 121, Operation : insert_after, fitness : 0.92
ID#56 : time : 27, Operation : replace, fitness : -1.0
ID#57 : time : 3, Operation : delete, fitness : -1.0
ID#58 : time : 3, Operation : delete, fitness : -1.0
ID#59 : time : 2, Operation : delete, fitness : -1.0
ID#60 : time : 137, Operation : delete, fitness : 0.88
ID#61 : time : 29, Operation : replace, fitness : -1.0
ID#62 : time : 28, Operation : insert_before, fitness : -1.0
ID#63 : time : 3, Operation : delete, fitness : -1.0
ID#64 : time : 131, Operation : delete, fitness : 0.92
ID#65 : time : 28, Operation : delete, fitness : -1.0
ID#66 : time : 0, Operation : insert_before, fitness : -1.0
ID#67 : time : 0, Operation : insert_after, fitness : -1.0
ID#68 : time : 34, Operation : replace, fitness : -1.0
ID#69 : time : 29, Operation : insert_after, fitness : -1.0
ID#70 : time : 110, Operation : delete, fitness : 0.76
ID#71 : time : 208, Operation : insert_before, fitness : -1.0
ID#72 : time : 3, Operation : delete, fitness : -1.0
ID#73 : time : 213, Operation : insert_after, fitness : -1.0
ID#74 : time : 269, Operation : delete, fitness : 0.88
ID#75 : time : 15245, Operation : delete, fitness : 0.76
ID#76 : time : 189, Operation : insert_before, fitness : -1.0
ID#77 : time : 162, Operation : insert_before, fitness : -1.0
ID#78 : time : 189, Operation : replace, fitness : -1.0
ID#79 : time : 26, Operation : replace, fitness : -1.0
ID#80 : time : 124, Operation : insert_before, fitness : -1.0
ID#81 : time : 148, Operation : replace, fitness : -1.0
ID#82 : time : 25, Operation : insert_after, fitness : -1.0
ID#83 : time : 185, Operation : delete, fitness : -1.0
ID#84 : time : 187, Operation : replace, fitness : -1.0
ID#85 : time : 186, Operation : insert_before, fitness : -1.0
ID#86 : time : 186, Operation : insert_before, fitness : -1.0
ID#87 : time : 233, Operation : insert_before, fitness : -1.0
ID#88 : time : 149, Operation : replace, fitness : -1.0
ID#89 : time : 185, Operation : insert_before, fitness : -1.0
ID#90 : time : 283, Operation : replace, fitness : 0.88
ID#91 : time : 190, Operation : replace, fitness : -1.0
ID#92 : time : 25, Operation : delete, fitness : -1.0
ID#93 : time : 2, Operation : delete, fitness : -1.0
ID#94 : time : 234, Operation : delete, fitness : -1.0
ID#95 : time : 126, Operation : delete, fitness : -1.0
ID#96 : time : 285, Operation : delete, fitness : 0.92
ID#97 : time : 255, Operation : replace, fitness : -1.0
ID#98 : time : 150, Operation : replace, fitness : -1.0
ID#99 : time : 279, Operation : replace, fitness : 0.88
ID#100 : time : 161, Operation : insert_before, fitness : -1.0
ID#101 : time : 288, Operation : delete, fitness : 0.88
ID#102 : time : 301, Operation : delete, fitness : 0.76
ID#103 : time : 151, Operation : delete, fitness : -1.0
ID#104 : time : 149, Operation : replace, fitness : -1.0
ID#105 : time : 18298, Operation : delete, fitness : 0.64
ID#106 : time : 189, Operation : insert_before, fitness : -1.0
ID#107 : time : 18251, Operation : delete, fitness : 0.64
ID#108 : time : 162, Operation : delete, fitness : -1.0
ID#109 : time : 330, Operation : insert_before, fitness : 0.92
ID#110 : time : 25, Operation : replace, fitness : -1.0
ID#111 : time : 300, Operation : delete, fitness : 0.92
ID#112 : time : 256, Operation : insert_after, fitness : -1.0
ID#113 : time : 189, Operation : delete, fitness : -1.0
ID#114 : time : 382, Operation : delete, fitness : 0.8
ID#115 : time : 126, Operation : insert_after, fitness : -1.0
ID#116 : time : 289, Operation : delete, fitness : 0.92
ID#117 : time : 162, Operation : delete, fitness : -1.0
ID#118 : time : 233, Operation : replace, fitness : -1.0
ID#119 : time : 284, Operation : delete, fitness : 0.88
ID#120 : time : 208, Operation : insert_after, fitness : -1.0
ID#121 : time : 283, Operation : delete, fitness : 0.88
ID#122 : time : 183, Operation : replace, fitness : -1.0
ID#123 : time : 163, Operation : delete, fitness : -1.0
ID#124 : time : 232, Operation : insert_after, fitness : -1.0
ID#125 : time : 25, Operation : replace, fitness : -1.0
ID#126 : time : 2, Operation : delete, fitness : -1.0
ID#127 : time : 327, Operation : insert_before, fitness : 0.92
ID#128 : time : 233, Operation : replace, fitness : -1.0
ID#129 : time : 236, Operation : insert_after, fitness : -1.0
ID#130 : time : 126, Operation : delete, fitness : -1.0
ID#131 : time : 162, Operation : delete, fitness : -1.0
ID#132 : time : 162, Operation : delete, fitness : -1.0
ID#133 : time : 0, Operation : insert_before, fitness : -1.0
